"[ 0.00000000e+00 -6.99995850e-02 -3.99817770e-01 -7.42487674e-06
 -1.55936871e-08  1.16677256e-05  1.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  5.51459090e-02  2.00000000e-01
 -1.00000000e+00  1.00000000e+00]","[-7.04123086e-09 -6.99976807e-02 -3.99512031e-01 -4.12398328e-05
 -1.55526757e-07  1.10848807e-05  1.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  5.43191421e-02  2.00000000e-01
 -1.00000000e+00  1.00000000e+00]","[-1.24014958e-08 -6.99964111e-02 -3.99355593e-01 -6.42034587e-05
 -2.37594294e-07  8.60414584e-06  1.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  5.04844553e-02  2.00000000e-01
 -1.00000000e+00  1.00000000e+00]","[-2.86452647e-08 -6.99925781e-02 -3.99043877e-01 -1.33002943e-04
 -3.94674498e-07  4.00677964e-06  1.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  4.78732699e-02  2.00000000e-01
 -1.00000000e+00  1.00000000e+00]","[-3.73514486e-08 -6.99903320e-02 -3.98889942e-01 -1.72635654e-04
 -3.74007221e-07 -6.91274116e-06  9.99945049e-01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  4.00288485e-02  2.00000000e-01
 -1.00000000e+00  1.00000000e+00]","[-4.79864044e-08 -6.99839600e-02 -3.98582505e-01 -2.75039776e-04
 -9.22940469e-08 -8.29357305e-06  1.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  3.55066785e-02  2.00000000e-01
 -1.00000000e+00  1.00000000e+00]","[-5.04625379e-08 -6.99803711e-02 -3.98439329e-01 -3.27748329e-04
  1.46618600e-07 -1.67028784e-05  5.49509473e-05  0.00000000e+00
  0.00000000e+00  0.00000000e+00  2.38088894e-02  2.00000000e-01
 -1.00000000e+00  1.00000000e+00]","[-2.83843488e-08 -6.99690674e-02 -3.98136469e-01 -4.60699780e-04
  1.43564345e-06 -3.64957791e-05  7.77123753e-05  0.00000000e+00
  0.00000000e+00  0.00000000e+00  1.77853772e-02  2.00000000e-01
 -1.00000000e+00  1.00000000e+00]","[ 1.84696109e-09 -6.99625000e-02 -3.97996370e-01 -5.17417697e-04
  2.21289633e-06 -3.78022022e-05  1.34601785e-04  0.00000000e+00
  0.00000000e+00  0.00000000e+00  2.58679048e-03  2.00000000e-01
 -1.00000000e+00  1.00000000e+00]","[ 1.78223697e-07 -6.99412109e-02 -3.97698872e-01 -6.16789568e-04
  3.00793520e-06 -4.86479354e-06  1.73770161e-04  0.00000000e+00
  0.00000000e+00  0.00000000e+00  3.90888748e-03  2.00000000e-01
 -1.00000000e+00  1.00000000e+00]","[ 2.69184681e-07 -6.99283203e-02 -3.97551880e-01 -6.60501338e-04
  2.88903571e-06  1.95958936e-05  1.64852848e-04  0.00000000e+00
  0.00000000e+00  0.00000000e+00  1.52699188e-02  2.00000000e-01
